campaign_id,campaign_name,platform,industry,country,date,impressions,clicks,spend_usd,conversions,revenue,roas,ctr,cpc,cpa
Display_Healthcare,Display - Healthcare,Google Ads,Healthcare,USA,2024-06-29,35346.0,1279.0,3248.66,48,1649.56,0.51,0.0362,2.54,67.68
Video_Saas,Video - Saas,Google Ads,SaaS,Canada,2024-04-05,177115.0,8005.0,23214.5,460,108688.43,4.68,0.0452,2.9,50.47
Shopping_E-Commerce,Shopping - E-Commerce,Google Ads,E-commerce,UAE,2024-09-10,104969.0,5773.0,8197.66,142,24245.52,2.96,0.055,1.42,57.73
Video_E-Commerce,Video - E-Commerce,Google Ads,E-commerce,Canada,2024-04-15,33807.0,807.0,1638.21,25,5072.77,3.1,0.0239,2.03,65.53
Search_Edtech,Search - Edtech,Google Ads,EdTech,UK,2024-11-17,115282.0,4876.0,18333.76,77,2427.15,0.13,0.0423,3.76,238.1
Display_Healthcare,Display - Healthcare,Google Ads,Healthcare,USA,2024-02-27,45880.0,2817.0,3211.38,62,2770.83,0.86,0.0614,1.14,51.8
Video_Saas,Video - Saas,Google Ads,SaaS,Canada,2024-03-11,183448.0,8053.0,16750.24,351,74979.38,4.48,0.0439,2.08,47.72
Shopping_Edtech,Shopping - Edtech,Google Ads,EdTech,UK,2024-08-04,158627.0,7725.0,22248.0,299,66700.13,3.0,0.0487,2.88,74.41
Display_Healthcare,Display - Healthcare,Google Ads,Healthcare,India,2024-08-07,90550.0,3966.0,10946.16,207,7960.57,0.73,0.0438,2.76,52.88
Shopping_Edtech,Shopping - Edtech,Google Ads,EdTech,USA,2024-09-07,91150.0,4119.0,15775.77,98,4547.95,0.29,0.0452,3.83,160.98
Display_Fintech,Display - Fintech,Google Ads,Fintech,India,2024-04-20,,,,124,34560.39,3.57,0.0258,2.38,78.16
Video_Fintech,Video - Fintech,Google Ads,Fintech,India,2024-09-27,28958.0,1355.0,3888.85,49,13909.3,3.58,0.0468,2.87,79.36
Video_Edtech,Video - Edtech,Google Ads,EdTech,UAE,2024-08-28,145119.0,9998.0,14597.08,233,60859.85,4.17,0.0689,1.46,62.65
Shopping_Healthcare,Shopping - Healthcare,Google Ads,Healthcare,Canada,2024-12-30,148041.0,8053.0,27943.91,98,4146.07,0.15,0.0544,3.47,285.14
Display_E-Commerce,Display - E-Commerce,Google Ads,E-commerce,UK,2024-09-25,,,,12,432.4,0.22,0.0293,2.61,160.52
Display_Edtech,Display - Edtech,Google Ads,EdTech,Australia,2024-01-21,186465.0,8689.0,21027.38,367,57833.06,2.75,0.0466,2.42,57.3
Shopping_Fintech,Shopping - Fintech,Google Ads,Fintech,Australia,2024-09-06,136960.0,5382.0,7642.44,230,39826.63,5.21,0.0393,1.42,33.23
Video_Edtech,Video - Edtech,Google Ads,EdTech,USA,2024-04-21,,,,459,79715.61,10.58,0.0406,0.96,16.42
Search_Fintech,Search - Fintech,Google Ads,Fintech,Germany,2024-02-07,163349.0,7906.0,21188.08,360,44353.83,2.09,0.0484,2.68,58.86
Video_Healthcare,Video - Healthcare,Google Ads,Healthcare,USA,2024-08-31,166957.0,5476.0,6680.72,137,35345.21,5.29,0.0328,1.22,48.76
Display_Edtech,Display - Edtech,Google Ads,EdTech,India,2024-11-04,158441.0,3976.0,10814.72,300,51868.85,4.8,0.0251,2.72,36.05
Display_E-Commerce,Display - E-Commerce,Google Ads,E-commerce,UK,2024-12-25,10380.0,503.0,1006.0,15,1306.45,1.3,0.0485,2.0,67.07
Shopping_Saas,Shopping - Saas,Google Ads,SaaS,Australia,2024-09-21,,,,73,10712.26,7.73,0.0335,1.49,18.98
Video_Saas,Video - Saas,Google Ads,SaaS,USA,2024-09-03,177472.0,9210.0,18696.3,410,45066.38,2.41,0.0519,2.03,45.6
Display_Healthcare,Display - Healthcare,Google Ads,Healthcare,Australia,2024-05-26,25967.0,656.0,1764.64,24,1078.62,0.61,0.0253,2.69,73.53
Display_Fintech,Display - Fintech,Google Ads,Fintech,UK,2024-12-22,45364.0,1628.0,2002.44,113,10930.4,5.46,0.0359,1.23,17.72
Display_E-Commerce,Display - E-Commerce,Google Ads,E-commerce,UK,2024-01-15,62320.0,3857.0,3895.57,158,17905.2,4.6,0.0619,1.01,24.66
Search_Saas,Search - Saas,Google Ads,SaaS,USA,2024-09-01,27778.0,1902.0,2948.1,125,15444.21,5.24,0.0685,1.55,23.58
Search_Healthcare,Search - Healthcare,Google Ads,Healthcare,UK,2024-11-29,195606.0,10817.0,38184.01,122,7355.91,0.19,0.0553,3.53,312.98
Video_Saas,Video - Saas,Google Ads,SaaS,USA,2024-04-26,86560.0,5323.0,4843.93,94,8283.62,1.71,0.0615,0.91,51.53
Video_Fintech,Video - Fintech,Google Ads,Fintech,USA,2024-03-11,89845.0,2605.0,4532.7,155,14107.55,3.11,0.029,1.74,29.24
Display_Healthcare,Display - Healthcare,Google Ads,Healthcare,USA,2024-08-15,95153.0,5404.0,9186.8,74,20688.95,2.25,0.0568,1.7,124.15
Shopping_Edtech,Shopping - Edtech,Google Ads,EdTech,Canada,2024-11-27,155338.0,10718.0,19935.48,411,112821.78,5.66,0.069,1.86,48.5
Video_Edtech,Video - Edtech,Google Ads,EdTech,Canada,2024-11-13,179877.0,4317.0,10965.18,215,13004.03,1.19,0.024,2.54,51.0
Search_Edtech,Search - Edtech,Google Ads,EdTech,Germany,2024-01-16,192593.0,4949.0,9056.67,172,20836.16,2.3,0.0257,1.83,52.66
Search_Healthcare,Search - Healthcare,Google Ads,Healthcare,India,2024-12-21,101355.0,4459.0,11370.45,122,10455.25,0.92,0.044,2.55,93.2
Display_Edtech,Display - Edtech,Google Ads,EdTech,Canada,2024-02-16,197974.0,4375.0,10631.25,347,73971.79,6.96,0.0221,2.43,30.64
Shopping_Fintech,Shopping - Fintech,Google Ads,Fintech,USA,2024-10-16,163178.0,5172.0,11430.12,325,14305.21,1.25,0.0317,2.21,35.17
Display_Edtech,Display - Edtech,Google Ads,EdTech,USA,2024-01-29,168471.0,6014.0,5833.58,117,25231.33,4.33,0.0357,0.97,49.86
Shopping_Fintech,Shopping - Fintech,Google Ads,Fintech,Germany,2024-08-30,20915.0,913.0,940.39,37,3637.08,3.87,0.0437,1.03,25.42
Display_E-Commerce,Display - E-Commerce,Google Ads,E-commerce,Australia,2024-05-17,107885.0,3344.0,6988.96,262,51456.48,7.36,0.031,2.09,26.68
Video_E-Commerce,Video - E-Commerce,Google Ads,E-commerce,Germany,2024-05-23,162242.0,5110.0,13643.7,118,30643.55,2.25,0.0315,2.67,115.62
Video_Saas,Video - Saas,Google Ads,SaaS,Canada,2024-08-03,185948.0,5373.0,3922.29,82,15594.76,3.98,0.0289,0.73,47.83
Shopping_Healthcare,Shopping - Healthcare,Google Ads,Healthcare,Australia,2024-07-13,98375.0,1898.0,6358.3,45,2253.91,0.35,0.0193,3.35,141.3
Video_Healthcare,Video - Healthcare,Google Ads,Healthcare,USA,2024-07-22,190826.0,12174.0,21304.5,933,139478.01,6.55,0.0638,1.75,22.83
Shopping_E-Commerce,Shopping - E-Commerce,Google Ads,E-commerce,India,2024-07-19,52547.0,2806.0,6032.9,47,13262.4,2.2,0.0534,2.15,128.36
Search_Healthcare,Search - Healthcare,Google Ads,Healthcare,India,2024-05-15,139648.0,4398.0,13194.0,347,82597.15,6.26,0.0315,3.0,38.02
Search_Fintech,Search - Fintech,Google Ads,Fintech,Germany,2024-07-29,63001.0,3181.0,4707.88,94,3324.55,0.71,0.0505,1.48,50.08
Shopping_Healthcare,Shopping - Healthcare,Google Ads,Healthcare,UK,2024-06-19,,,,53,15699.11,1.97,0.0214,2.16,150.47
Video_Fintech,Video - Fintech,Google Ads,Fintech,UAE,2024-04-09,196510.0,10316.0,20632.0,282,66245.27,3.21,0.0525,2.0,73.16
Display_Edtech,Display - Edtech,Google Ads,EdTech,Canada,2024-05-13,,,,142,28774.25,1.88,0.0484,2.25,108.03
Search_Fintech,Search - Fintech,Google Ads,Fintech,USA,2024-10-19,103991.0,3067.0,7943.53,142,36045.3,4.54,0.0295,2.59,55.94
Video_Edtech,Video - Edtech,Google Ads,EdTech,Germany,2024-10-25,22637.0,876.0,1068.72,16,2623.14,2.45,0.0387,1.22,66.8
Shopping_Fintech,Shopping - Fintech,Google Ads,Fintech,UK,2024-10-23,51032.0,3036.0,6770.28,195,18761.36,2.77,0.0595,2.23,34.72
Display_Healthcare,Display - Healthcare,Google Ads,Healthcare,UK,2024-06-05,151595.0,9262.0,16301.12,572,85249.68,5.23,0.0611,1.76,28.5
Video_Saas,Video - Saas,Google Ads,SaaS,Australia,2024-06-23,121565.0,2601.0,5306.04,176,34156.84,6.44,0.0214,2.04,30.15
Display_E-Commerce,Display - E-Commerce,Google Ads,E-commerce,Australia,2024-01-28,38005.0,1489.0,2248.39,79,23043.93,10.25,0.0392,1.51,28.46
Search_E-Commerce,Search - E-Commerce,Google Ads,E-commerce,India,2024-01-15,91348.0,2914.0,5041.22,98,14981.67,2.97,0.0319,1.73,51.44
Display_E-Commerce,Display - E-Commerce,Google Ads,E-commerce,UK,2024-08-22,87607.0,3661.0,11532.15,106,31383.75,2.72,0.0418,3.15,108.79
Shopping_Saas,Shopping - Saas,Google Ads,SaaS,Canada,2024-12-12,162064.0,5607.0,13568.94,77,8174.03,0.6,0.0346,2.42,176.22
Display_E-Commerce,Display - E-Commerce,Google Ads,E-commerce,UAE,2024-02-06,79525.0,2298.0,3630.84,119,21777.03,6.0,0.0289,1.58,30.51
Display_Saas,Display - Saas,Google Ads,SaaS,UAE,2024-05-18,13294.0,583.0,804.54,46,11553.7,14.36,0.0439,1.38,17.49
Search_Healthcare,Search - Healthcare,Google Ads,Healthcare,UK,2024-07-09,18601.0,706.0,1412.0,54,3302.39,2.34,0.038,2.0,26.15
Shopping_Healthcare,Shopping - Healthcare,Google Ads,Healthcare,UAE,2024-11-29,146583.0,2990.0,4813.9,114,8660.28,1.8,0.0204,1.61,42.23
Shopping_Fintech,Shopping - Fintech,Google Ads,Fintech,Australia,2024-11-17,46745.0,2140.0,7361.6,38,5289.97,0.72,0.0458,3.44,193.73
Display_E-Commerce,Display - E-Commerce,Google Ads,E-commerce,Canada,2024-12-09,39505.0,2251.0,6888.06,149,30920.99,4.49,0.057,3.06,46.23
Shopping_Healthcare,Shopping - Healthcare,Google Ads,Healthcare,Germany,2024-03-11,179342.0,4071.0,9200.46,195,30682.52,3.33,0.0227,2.26,47.18
Video_Fintech,Video - Fintech,Google Ads,Fintech,UAE,2024-10-27,75410.0,3039.0,2887.05,239,29467.42,10.21,0.0403,0.95,12.08
Search_Healthcare,Search - Healthcare,Google Ads,Healthcare,UAE,2024-06-28,83488.0,4049.0,4656.35,45,2103.0,0.45,0.0485,1.15,103.47
Video_Edtech,Video - Edtech,Google Ads,EdTech,UAE,2024-10-25,195664.0,6378.0,16582.8,312,33814.66,2.04,0.0326,2.6,53.15
Display_E-Commerce,Display - E-Commerce,Google Ads,E-commerce,Australia,2024-06-06,58266.0,2651.0,3234.22,103,3487.43,1.08,0.0455,1.22,31.4
Shopping_Edtech,Shopping - Edtech,Google Ads,EdTech,UK,2024-11-30,,,,160,43994.91,5.8,0.042,2.92,47.43
Display_Healthcare,Display - Healthcare,Google Ads,Healthcare,India,2024-11-14,30757.0,1202.0,3918.52,60,5647.0,1.44,0.0391,3.26,65.31
Display_Healthcare,Display - Healthcare,Google Ads,Healthcare,Canada,2024-04-11,17578.0,330.0,1013.1,20,3553.78,3.51,0.0188,3.07,50.66
Display_E-Commerce,Display - E-Commerce,Google Ads,E-commerce,USA,2024-02-02,65530.0,2018.0,5670.58,117,12114.63,2.14,0.0308,2.81,48.47
Shopping_E-Commerce,Shopping - E-Commerce,Google Ads,E-commerce,UAE,2024-02-10,24198.0,1214.0,1638.9,60,11611.94,7.09,0.0502,1.35,27.32
Display_Saas,Display - Saas,Google Ads,SaaS,India,2024-07-31,80324.0,2337.0,6987.63,50,12463.37,1.78,0.0291,2.99,139.75
Search_Saas,Search - Saas,Google Ads,SaaS,Germany,2024-04-22,160525.0,6003.0,10025.01,106,12306.27,1.23,0.0374,1.67,94.58
Display_Fintech,Display - Fintech,Google Ads,Fintech,Germany,2024-02-27,104821.0,4224.0,5744.64,307,89314.07,15.55,0.0403,1.36,18.71
Video_Healthcare,Video - Healthcare,Google Ads,Healthcare,India,2024-10-03,48118.0,1616.0,5914.56,129,28604.24,4.84,0.0336,3.66,45.85
Display_Healthcare,Display - Healthcare,Google Ads,Healthcare,UK,2024-02-14,25497.0,1142.0,2101.28,75,18551.01,8.83,0.0448,1.84,28.02
Video_Edtech,Video - Edtech,Google Ads,EdTech,UK,2024-10-08,120475.0,7794.0,6079.32,530,143639.1,23.63,0.0647,0.78,11.47
Shopping_Healthcare,Shopping - Healthcare,Google Ads,Healthcare,Germany,2024-08-19,125019.0,8251.0,31106.27,609,135443.82,4.35,0.066,3.77,51.08
Display_Saas,Display - Saas,Google Ads,SaaS,USA,2024-05-31,183373.0,7169.0,11111.95,342,18314.28,1.65,0.0391,1.55,32.49
Video_E-Commerce,Video - E-Commerce,Google Ads,E-commerce,Germany,2024-01-07,25080.0,1113.0,2916.06,49,2232.61,0.77,0.0444,2.62,59.51
Video_Saas,Video - Saas,Google Ads,SaaS,Canada,2024-05-26,,,,48,8087.57,3.78,0.0325,2.39,44.61
Shopping_Healthcare,Shopping - Healthcare,Google Ads,Healthcare,UAE,2024-02-02,149848.0,9290.0,18301.3,537,106414.01,5.81,0.062,1.97,34.08
Video_Saas,Video - Saas,Google Ads,SaaS,Australia,2024-09-03,143235.0,3981.0,7285.23,125,27104.75,3.72,0.0278,1.83,58.28
Video_Fintech,Video - Fintech,Google Ads,Fintech,USA,2024-09-25,14096.0,476.0,614.04,34,3175.83,5.17,0.0338,1.29,18.06
Video_Saas,Video - Saas,Google Ads,SaaS,USA,2024-04-02,31855.0,1411.0,2398.7,60,3201.45,1.33,0.0443,1.7,39.98
Search_Edtech,Search - Edtech,Google Ads,EdTech,UAE,2024-02-19,95218.0,2199.0,5255.61,103,17399.72,3.31,0.0231,2.39,51.03
Shopping_E-Commerce,Shopping - E-Commerce,Google Ads,E-commerce,Germany,2024-02-06,102409.0,3389.0,12132.62,149,31253.87,2.58,0.0331,3.58,81.43
Search_E-Commerce,Search - E-Commerce,Google Ads,E-commerce,India,2024-09-12,31049.0,1021.0,3379.51,31,7117.65,2.11,0.0329,3.31,109.02
Search_Saas,Search - Saas,Google Ads,SaaS,Australia,2024-02-13,153865.0,5785.0,9834.5,139,16979.34,1.73,0.0376,1.7,70.75
Video_Fintech,Video - Fintech,Google Ads,Fintech,Australia,2024-08-04,39001.0,1450.0,3799.0,18,5256.07,1.38,0.0372,2.62,211.06
Search_E-Commerce,Search - E-Commerce,Google Ads,E-commerce,USA,2024-04-10,166687.0,11384.0,8310.32,899,139644.2,16.8,0.0683,0.73,9.24
Display_Saas,Display - Saas,Google Ads,SaaS,Canada,2024-05-31,117000.0,7979.0,11729.13,366,14373.81,1.23,0.0682,1.47,32.05
Display_Fintech,Display - Fintech,Google Ads,Fintech,UK,2024-07-03,46585.0,1504.0,3308.8,85,13372.82,4.04,0.0323,2.2,38.93
Display_Fintech,Display - Fintech,Google Ads,Fintech,USA,2024-03-27,129679.0,5848.0,8655.04,158,32419.87,3.75,0.0451,1.48,54.78
Shopping_Saas,Shopping - Saas,Google Ads,SaaS,Germany,2024-11-16,119132.0,3466.0,7590.54,261,30598.06,4.03,0.0291,2.19,29.08
Video_E-Commerce,Video - E-Commerce,Google Ads,E-commerce,Canada,2024-05-05,,,,58,15065.19,3.27,0.0444,2.38,79.48
Shopping_Saas,Shopping - Saas,Google Ads,SaaS,Germany,2024-11-09,30852.0,684.0,1087.56,11,2813.84,2.59,0.0222,1.59,98.87
Shopping_Edtech,Shopping - Edtech,Google Ads,EdTech,UK,2024-12-11,154058.0,3728.0,9170.88,125,7520.81,0.82,0.0242,2.46,73.37
Display_Saas,Display - Saas,Google Ads,SaaS,India,2024-06-14,160579.0,7804.0,10613.44,193,9996.49,0.94,0.0486,1.36,54.99
Search_Saas,Search - Saas,Google Ads,SaaS,UK,2024-02-11,137156.0,5253.0,11293.95,280,75085.66,6.65,0.0383,2.15,40.34
Shopping_Fintech,Shopping - Fintech,Google Ads,Fintech,India,2024-12-28,123292.0,2527.0,8970.85,179,36566.56,4.08,0.0205,3.55,50.12
Shopping_Saas,Shopping - Saas,Google Ads,SaaS,Canada,2024-02-20,147727.0,7534.0,17554.22,206,23788.98,1.36,0.051,2.33,85.21
Display_Fintech,Display - Fintech,Google Ads,Fintech,Australia,2024-10-25,158481.0,6053.0,9866.39,116,30091.81,3.05,0.0382,1.63,85.06
Search_E-Commerce,Search - E-Commerce,Google Ads,E-commerce,India,2024-12-12,38512.0,1840.0,2465.6,53,3324.76,1.35,0.0478,1.34,46.52
Video_E-Commerce,Video - E-Commerce,Google Ads,E-commerce,Canada,2024-09-09,103348.0,1891.0,2912.14,30,1064.02,0.37,0.0183,1.54,97.07
Search_Edtech,Search - Edtech,Google Ads,EdTech,UAE,2024-02-04,167198.0,5132.0,11854.92,120,19874.34,1.68,0.0307,2.31,98.79
Display_E-Commerce,Display - E-Commerce,Google Ads,E-commerce,Germany,2024-04-17,177420.0,7646.0,18503.32,478,110744.54,5.99,0.0431,2.42,38.71
Search_Saas,Search - Saas,Google Ads,SaaS,UAE,2024-02-21,195067.0,9129.0,8672.55,128,24006.78,2.77,0.0468,0.95,67.75
Display_Edtech,Display - Edtech,Google Ads,EdTech,USA,2024-01-30,44435.0,1453.0,3894.04,48,6345.04,1.63,0.0327,2.68,81.13
Video_E-Commerce,Video - E-Commerce,Google Ads,E-commerce,UK,2024-01-06,139158.0,3061.0,3887.47,118,15835.46,4.07,0.022,1.27,32.94
Search_Healthcare,Search - Healthcare,Google Ads,Healthcare,Germany,2024-07-06,103053.0,2607.0,5709.33,194,39533.49,6.92,0.0253,2.19,29.43
Display_Fintech,Display - Fintech,Google Ads,Fintech,Canada,2024-02-29,44140.0,2101.0,2206.05,55,6735.72,3.05,0.0476,1.05,40.11
Search_Fintech,Search - Fintech,Google Ads,Fintech,India,2024-09-22,181976.0,7752.0,13333.44,255,75491.87,5.66,0.0426,1.72,52.29
Shopping_Healthcare,Shopping - Healthcare,Google Ads,Healthcare,UK,2024-12-10,103902.0,3927.0,4555.32,215,37434.38,8.22,0.0378,1.16,21.19
Search_Edtech,Search - Edtech,Google Ads,EdTech,USA,2024-06-02,16955.0,440.0,800.8,30,3274.44,4.09,0.026,1.82,26.69
Display_E-Commerce,Display - E-Commerce,Google Ads,E-commerce,Australia,2024-07-22,12546.0,725.0,1051.25,43,2269.78,2.16,0.0578,1.45,24.45
Search_Fintech,Search - Fintech,Google Ads,Fintech,Canada,2024-05-27,161554.0,6252.0,19068.6,361,57767.01,3.03,0.0387,3.05,52.82
Shopping_Fintech,Shopping - Fintech,Google Ads,Fintech,India,2024-07-19,23773.0,461.0,737.6,5,642.97,0.87,0.0194,1.6,147.52
Display_Healthcare,Display - Healthcare,Google Ads,Healthcare,UK,2024-08-28,15796.0,301.0,574.91,17,1137.71,1.98,0.0191,1.91,33.82
Shopping_Edtech,Shopping - Edtech,Google Ads,EdTech,USA,2024-07-08,93623.0,6319.0,7898.75,83,20925.73,2.65,0.0675,1.25,95.17
Shopping_Healthcare,Shopping - Healthcare,Google Ads,Healthcare,UAE,2024-04-30,155018.0,9146.0,27072.16,495,33297.83,1.23,0.059,2.96,54.69
Search_Edtech,Search - Edtech,Google Ads,EdTech,Canada,2024-11-03,13614.0,744.0,2209.68,54,11111.12,5.03,0.0547,2.97,40.92
Display_Saas,Display - Saas,Google Ads,SaaS,Australia,2024-12-16,,,,7,1275.11,4.76,0.0297,1.19,38.25
Video_E-Commerce,Video - E-Commerce,Google Ads,E-commerce,UAE,2024-12-23,83845.0,2599.0,6991.31,137,29891.75,4.28,0.031,2.69,51.03
Display_Healthcare,Display - Healthcare,Google Ads,Healthcare,Germany,2024-05-17,195610.0,9956.0,23595.72,401,116291.87,4.93,0.0509,2.37,58.84
Display_Healthcare,Display - Healthcare,Google Ads,Healthcare,UAE,2024-09-14,63812.0,2686.0,8004.28,84,6979.61,0.87,0.0421,2.98,95.29
Video_Fintech,Video - Fintech,Google Ads,Fintech,UAE,2024-08-28,33794.0,1030.0,1802.5,25,1849.39,1.03,0.0305,1.75,72.1
Shopping_Saas,Shopping - Saas,Google Ads,SaaS,Canada,2024-12-29,149438.0,3287.0,12260.51,153,8351.95,0.68,0.022,3.73,80.13
Search_Saas,Search - Saas,Google Ads,SaaS,UAE,2024-07-27,85729.0,1757.0,5306.14,90,21584.82,4.07,0.0205,3.02,58.96
Display_Healthcare,Display - Healthcare,Google Ads,Healthcare,Canada,2024-03-21,77964.0,2915.0,9852.7,161,14283.0,1.45,0.0374,3.38,61.2
Search_Fintech,Search - Fintech,Google Ads,Fintech,UK,2024-04-12,102677.0,3131.0,11490.77,79,13056.26,1.14,0.0305,3.67,145.45
Search_Fintech,Search - Fintech,Google Ads,Fintech,Germany,2024-12-29,137737.0,3925.0,3532.5,78,11545.1,3.27,0.0285,0.9,45.29
Shopping_Edtech,Shopping - Edtech,Google Ads,EdTech,USA,2024-05-05,93534.0,3544.0,3366.8,187,32280.5,9.59,0.0379,0.95,18.0
Video_Fintech,Video - Fintech,Google Ads,Fintech,Australia,2024-06-17,127475.0,7342.0,17180.28,574,74747.49,4.35,0.0576,2.34,29.93
Display_Saas,Display - Saas,Google Ads,SaaS,USA,2024-09-09,82700.0,2679.0,2303.94,140,20788.45,9.02,0.0324,0.86,16.46
Video_Healthcare,Video - Healthcare,Google Ads,Healthcare,UK,2024-06-22,115415.0,3866.0,12719.14,280,61322.57,4.82,0.0335,3.29,45.43
Search_E-Commerce,Search - E-Commerce,Google Ads,E-commerce,Canada,2024-09-14,,,,205,50937.22,10.32,0.0355,0.88,24.07
Shopping_Healthcare,Shopping - Healthcare,Google Ads,Healthcare,UAE,2024-01-05,20091.0,956.0,3259.96,36,9230.05,2.83,0.0476,3.41,90.55
Display_E-Commerce,Display - E-Commerce,Google Ads,E-commerce,Canada,2024-12-19,126946.0,6728.0,15541.68,132,34256.99,2.2,0.053,2.31,117.74
Video_Healthcare,Video - Healthcare,Google Ads,Healthcare,UK,2024-04-26,140091.0,7242.0,18249.84,347,24525.17,1.34,0.0517,2.52,52.59
Search_Healthcare,Search - Healthcare,Google Ads,Healthcare,USA,2024-11-10,77968.0,3001.0,8552.85,193,31448.71,3.68,0.0385,2.85,44.32
Video_Edtech,Video - Edtech,Google Ads,EdTech,UAE,2024-06-29,93545.0,2974.0,3449.84,58,4267.11,1.24,0.0318,1.16,59.48
Display_E-Commerce,Display - E-Commerce,Google Ads,E-commerce,Australia,2024-07-23,73683.0,3757.0,12473.24,131,33721.52,2.7,0.051,3.32,95.22
Shopping_E-Commerce,Shopping - E-Commerce,Google Ads,E-commerce,Canada,2024-09-06,193613.0,9157.0,25548.03,458,127981.37,5.01,0.0473,2.79,55.78
Display_Edtech,Display - Edtech,Google Ads,EdTech,Australia,2024-11-25,158138.0,2846.0,5805.84,143,22164.01,3.82,0.018,2.04,40.6
Video_Healthcare,Video - Healthcare,Google Ads,Healthcare,UAE,2024-06-28,134814.0,2804.0,5355.64,195,46646.16,8.71,0.0208,1.91,27.46
Search_E-Commerce,Search - E-Commerce,Google Ads,E-commerce,Australia,2024-02-19,102366.0,2589.0,4116.51,148,35080.15,8.52,0.0253,1.59,27.81
Shopping_Edtech,Shopping - Edtech,Google Ads,EdTech,UAE,2024-04-02,119183.0,5041.0,17038.58,121,25438.17,1.49,0.0423,3.38,140.81
Video_Saas,Video - Saas,Google Ads,SaaS,Canada,2024-02-17,150213.0,5242.0,16512.3,332,64497.69,3.91,0.0349,3.15,49.74
Shopping_Edtech,Shopping - Edtech,Google Ads,EdTech,USA,2024-01-07,73305.0,3635.0,9014.8,47,2210.35,0.25,0.0496,2.48,191.8
Shopping_Edtech,Shopping - Edtech,Google Ads,EdTech,USA,2024-02-05,12045.0,255.0,515.1,4,161.02,0.31,0.0212,2.02,128.78
Video_Fintech,Video - Fintech,Google Ads,Fintech,UAE,2024-05-08,77796.0,3703.0,9887.01,182,43235.35,4.37,0.0476,2.67,54.32
Search_Fintech,Search - Fintech,Google Ads,Fintech,Germany,2024-03-17,138154.0,9518.0,21129.96,534,24562.44,1.16,0.0689,2.22,39.57
Shopping_Edtech,Shopping - Edtech,Google Ads,EdTech,Germany,2024-08-12,13947.0,718.0,1120.08,44,11863.61,10.59,0.0515,1.56,25.46
Display_Edtech,Display - Edtech,Google Ads,EdTech,Germany,2024-11-08,199164.0,6671.0,21280.49,118,27461.46,1.29,0.0335,3.19,180.34
Search_E-Commerce,Search - E-Commerce,Google Ads,E-commerce,UAE,2024-08-29,37827.0,2072.0,1678.32,133,19268.21,11.48,0.0548,0.81,12.62
Display_Saas,Display - Saas,Google Ads,SaaS,Germany,2024-06-24,180848.0,5515.0,18309.8,362,84316.14,4.6,0.0305,3.32,50.58
Video_Fintech,Video - Fintech,Google Ads,Fintech,UAE,2024-02-19,30545.0,1728.0,2989.44,51,3408.09,1.14,0.0566,1.73,58.62
Shopping_Fintech,Shopping - Fintech,Google Ads,Fintech,India,2024-10-24,149064.0,5724.0,7555.68,369,107029.4,14.17,0.0384,1.32,20.48
Search_Saas,Search - Saas,Google Ads,SaaS,Australia,2024-07-12,146677.0,7597.0,10787.74,186,35941.14,3.33,0.0518,1.42,58.0
Display_Saas,Display - Saas,Google Ads,SaaS,Australia,2024-05-02,127232.0,3867.0,11407.65,177,6676.28,0.59,0.0304,2.95,64.45
Video_Saas,Video - Saas,Google Ads,SaaS,UK,2024-12-21,83243.0,2821.0,8547.63,181,43894.09,5.14,0.0339,3.03,47.22
Display_Healthcare,Display - Healthcare,Google Ads,Healthcare,Canada,2024-07-30,50411.0,1320.0,3537.6,49,12873.07,3.64,0.0262,2.68,72.2
Shopping_Fintech,Shopping - Fintech,Google Ads,Fintech,UK,2024-01-17,100552.0,3861.0,7374.51,57,14567.86,1.98,0.0384,1.91,129.38
Display_Fintech,Display - Fintech,Google Ads,Fintech,UAE,2024-07-02,32428.0,603.0,970.83,47,11645.06,11.99,0.0186,1.61,20.66
Search_Healthcare,Search - Healthcare,Google Ads,Healthcare,USA,2024-11-13,84517.0,1664.0,3993.6,91,21828.0,5.47,0.0197,2.4,43.89
Search_Edtech,Search - Edtech,Google Ads,EdTech,UK,2024-06-23,158778.0,7256.0,10884.0,431,17905.23,1.65,0.0457,1.5,25.25
Search_Healthcare,Search - Healthcare,Google Ads,Healthcare,Germany,2024-04-16,145284.0,8121.0,21601.86,503,135453.16,6.27,0.0559,2.66,42.95
Search_Saas,Search - Saas,Google Ads,SaaS,USA,2024-03-08,185923.0,7827.0,28803.36,215,61106.18,2.12,0.0421,3.68,133.97
Shopping_Saas,Shopping - Saas,Google Ads,SaaS,Australia,2024-03-10,71107.0,2936.0,7839.12,215,26952.54,3.44,0.0413,2.67,36.46
Shopping_Saas,Shopping - Saas,Google Ads,SaaS,UAE,2024-06-30,79681.0,2916.0,6823.44,184,46327.26,6.79,0.0366,2.34,37.08
Video_E-Commerce,Video - E-Commerce,Google Ads,E-commerce,UAE,2024-06-13,16766.0,846.0,2081.16,34,7254.65,3.49,0.0505,2.46,61.21
Display_E-Commerce,Display - E-Commerce,Google Ads,E-commerce,Germany,2024-02-07,96931.0,5844.0,6545.28,297,47765.4,7.3,0.0603,1.12,22.04
Shopping_E-Commerce,Shopping - E-Commerce,Google Ads,E-commerce,UAE,2024-12-30,45225.0,2211.0,2012.01,156,38495.98,19.13,0.0489,0.91,12.9
